   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   2.2674581e-06	   1.1337159e-05	   2.2673988e-05	   1.1335676e-04	   2.2668057e-04	   1.1320867e-03	   2.2608906e-03	
   1.5511329e-05	   7.7553313e-05	   1.5509830e-04	   7.7515849e-04	   1.5494851e-03	   7.7142737e-03	   1.5346280e-02	
   4.4704557e-05	   2.2350149e-04	   4.4694976e-04	   2.2326210e-03	   4.4599297e-03	   2.2088559e-02	   4.3656357e-02	
   9.2104356e-05	   4.6044492e-04	   9.2069772e-04	   4.5958108e-03	   9.1724616e-03	   4.5102800e-02	   8.8341237e-02	
   1.5910815e-04	   7.9533646e-04	   1.5901623e-03	   7.9304081e-03	   1.5809912e-02	   7.7034600e-02	   1.4913960e-01	
   2.4684088e-04	   1.2337541e-03	   2.4663827e-03	   1.2286942e-02	   2.4461686e-02	   1.1786845e-01	   2.2489127e-01	
   3.5634074e-04	   1.7808278e-03	   3.5594662e-03	   1.7709836e-02	   3.5201331e-02	   1.6735895e-01	   3.1359452e-01	
   4.8861789e-04	   2.4415304e-03	   4.8791638e-03	   2.4240039e-02	   4.8091151e-02	   2.2502269e-01	   4.1231490e-01	
   6.4467288e-04	   3.2207674e-03	   6.4350427e-03	   3.1915607e-02	   6.3182619e-02	   2.9010537e-01	   5.1707125e-01	
   8.2550244e-04	   4.1234026e-03	   8.2365308e-03	   4.0771616e-02	   8.0515406e-02	   3.6154020e-01	   6.2279478e-01	
   1.0321011e-03	   5.1542634e-03	   1.0292919e-02	   5.0839854e-02	   1.0011589e-01	   4.3790585e-01	   7.2349849e-01	
   1.2654618e-03	   6.3181398e-03	   1.2613350e-02	   6.2148413e-02	   1.2199540e-01	   5.1739252e-01	   8.1285283e-01	
   1.5265757e-03	   7.6197807e-03	   1.5206805e-02	   7.4721246e-02	   1.4614841e-01	   5.9779021e-01	   8.8533477e-01	
   1.8164320e-03	   9.0638896e-03	   1.8082080e-02	   8.8577686e-02	   1.7255048e-01	   6.7652155e-01	   9.3781576e-01	
   2.1360181e-03	   1.0655120e-02	   2.1247772e-02	   1.0373195e-01	   2.0115627e-01	   7.5075189e-01	   9.7083177e-01	
   2.4863190e-03	   1.2398069e-02	   2.4712257e-02	   1.2019260e-01	   2.3189744e-01	   8.1761438e-01	   9.8840987e-01	
   2.8683175e-03	   1.4297275e-02	   2.8483664e-02	   1.3796202e-01	   2.6468051e-01	   8.7457343e-01	   9.9616082e-01	
   3.2829934e-03	   1.6357207e-02	   3.2569859e-02	   1.5703586e-01	   2.9938484e-01	   9.1989570e-01	   9.9895080e-01	
   3.7313240e-03	   1.8582264e-02	   3.6978416e-02	   1.7740245e-01	   3.3586060e-01	   9.5309858e-01	   9.9976467e-01	
   4.2142832e-03	   2.0976767e-02	   4.1716595e-02	   1.9904226e-01	   3.7392704e-01	   9.7515129e-01	   9.9995674e-01	
   4.7328417e-03	   2.3544948e-02	   4.6791319e-02	   2.2192733e-01	   4.1337090e-01	   9.8823199e-01	   9.9999348e-01	
   5.2879662e-03	   2.6290953e-02	   5.2209144e-02	   2.4602067e-01	   4.5394538e-01	   9.9507000e-01	   9.9999919e-01	
   5.8806198e-03	   2.9218826e-02	   5.7976233e-02	   2.7127580e-01	   4.9536957e-01	   9.9818779e-01	   9.9999992e-01	
   6.5117612e-03	   3.2332508e-02	   6.4098331e-02	   2.9763616e-01	   5.3732875e-01	   9.9941885e-01	   9.9999999e-01	
   7.1823448e-03	   3.5635826e-02	   7.0580736e-02	   3.2503473e-01	   5.7947574e-01	   9.9983801e-01	   1.0000000e+00	
