   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   2.6492805e-26	   1.6555805e-23	   2.6486206e-22	   1.6546943e-19	   2.6469571e-18	   1.6488499e-15	   2.6277709e-14	
   3.7407316e-23	   2.3377547e-20	   3.7400248e-19	   2.3355623e-16	   3.7329544e-15	   2.3136408e-12	   3.6634691e-11	
   1.7180505e-21	   1.0736362e-18	   1.7175302e-17	   1.0720139e-14	   1.7123320e-13	   1.0559350e-10	   1.6614650e-09	
   2.1347732e-20	   1.3340252e-17	   2.1340211e-16	   1.3316708e-13	   2.1264943e-12	   1.3083465e-09	   2.0525964e-08	
   1.3578352e-19	   8.4853795e-17	   1.3574412e-15	   8.4730031e-13	   1.3534782e-11	   8.3483770e-09	   1.3133041e-07	
   5.8056585e-19	   3.6284056e-16	   5.8051792e-15	   3.6268583e-12	   5.8001333e-11	   3.6086218e-08	   5.7322591e-07	
   1.9169484e-18	   1.1982504e-15	   1.9175112e-14	   1.1999840e-11	   1.9229833e-10	   1.2151980e-07	   1.9641386e-06	
   5.2886653e-18	   3.3066738e-15	   5.2931849e-14	   3.3206952e-11	   5.3377253e-10	   3.4515746e-07	   5.7210615e-06	
   1.2795726e-17	   8.0030494e-15	   1.2816320e-13	   8.0671682e-11	   1.3020639e-09	   8.6818938e-07	   1.4870607e-05	
   2.8018463e-17	   1.7531536e-14	   2.8090424e-13	   1.7756080e-10	   2.8808129e-09	   1.9961691e-06	   3.5587177e-05	
   5.6735321e-17	   3.5516406e-14	   5.6943776e-13	   3.6179288e-10	   5.9070076e-09	   4.2867865e-06	   8.0061837e-05	
   1.0786553e-16	   6.7563365e-14	   1.0840788e-12	   6.9294728e-10	   1.1398231e-08	   8.7303666e-06	   1.7174991e-04	
   1.9471591e-16	   1.2204951e-13	   1.9600397e-12	   1.2616475e-09	   2.0931516e-08	   1.7049348e-05	   3.5474725e-04	
   3.3657849e-16	   2.1114136e-13	   3.3941421e-12	   2.2021434e-09	   3.6892073e-08	   3.2190669e-05	   7.1005264e-04	
   5.6073945e-16	   3.5208457e-13	   5.6661427e-12	   3.7089992e-09	   6.2816188e-08	   5.9127659e-05	   1.3826946e-03	
   9.0501921e-16	   5.6882803e-13	   9.1656204e-12	   6.0590305e-09	   1.0386044e-07	   1.0615223e-04	   2.6246729e-03	
   1.4208978e-15	   8.9406245e-13	   1.4425833e-11	   9.6399134e-09	   1.6743986e-07	   1.8693140e-04	   4.8582097e-03	
   2.1773770e-15	   1.3717073e-12	   2.2165583e-11	   1.4987246e-08	   2.6409113e-07	   3.2373137e-04	   8.7597747e-03	
   3.2656420e-15	   2.0599703e-12	   3.3340756e-11	   2.2832275e-08	   4.0863490e-07	   5.5237856e-04	   1.5355036e-02	
   4.8047127e-15	   3.0350411e-12	   4.9207305e-11	   3.4163032e-08	   6.2173441e-07	   9.2971711e-04	   2.6097054e-02	
   6.9482166e-15	   4.3955696e-12	   7.1397787e-11	   5.0302297e-08	   9.3197808e-07	   1.5444916e-03	   4.2878783e-02	
   9.8924561e-15	   6.2680383e-12	   1.0201386e-10	   7.3006608e-08	   1.3786532e-06	   2.5326356e-03	   6.7918771e-02	
   1.3885903e-14	   8.8131403e-12	   1.4373733e-10	   1.0459152e-07	   2.0154289e-06	   4.0977108e-03	   1.0347380e-01	
   1.9240501e-14	   1.2233338e-11	   1.9996267e-10	   1.4808960e-07	   2.9152335e-06	   6.5364666e-03	   1.5138425e-01	
   2.6344883e-14	   1.6781825e-11	   2.7495508e-10	   2.0744899e-07	   4.1766963e-06	   1.0267909e-02	   2.1253494e-01	
   3.5679661e-14	   2.2773037e-11	   3.7403764e-10	   2.8778249e-07	   5.9326348e-06	   1.5861718e-02	   2.8638140e-01	
   4.7835282e-14	   3.0594903e-11	   5.0381227e-10	   3.9567897e-07	   8.3612092e-06	   2.4058549e-02	   3.7070991e-01	
