Apaf_0,100000.0,85219.9051792,85591.3036839
BAR_0,1000.0,868.408222064,779.905027338
Bad_0,1000.0,1160.82028643,1079.9106886
Bak_0,20000.0,20893.0925666,23563.8051358
Bax_0,80000.0,78215.2900343,85566.0122066
BclxL_0,20000.0,18945.7622917,17793.4596985
Bid_0,40000.0,45581.9764316,51055.0646273
C3_0,10000.0,9753.63525033,8485.23122737
C6_0,10000.0,9830.8492825,8532.93147042
C8_0,20000.0,18949.8958081,23718.6865737
C9_0,100000.0,105848.854982,102613.675011
CytoC_0,500000.0,400817.298041,447747.080219
L_0,3000,2637.92518649,2424.20052778
Mcl1_0,20000.0,15787.3560178,16657.7876301
NOXA_0,1000.0,1093.21808856,1073.53340482
PARP_0,1000000.0,1037956.84232,966340.808358
R_0,200,227.166349971,232.139470278
Smac_0,100000.0,104807.087776,101703.986642
XIAP_0,100000.0,104366.679247,104808.428092
bakbclxlf,1.428571e-05,2.10218015614e-05,0.00198089708347
bakbclxlr,0.001,0.00035961094205,0.00808365822971
bakmcl1f,1.428571e-05,1.47143250585e-05,5.00240959882e-05
bakmcl1r,0.001,0.000851551699753,1.4789952792e-05
baxbclxlf,1.428571e-05,7.10073684188e-08,2.84236119093e-10
baxbclxlr,0.001,0.000593880382888,0.00182525706424
bidbclxlf,1.428571e-05,4.90019896995e-05,0.00316848499744
bidbclxlr,0.001,5.41191102742e-05,9.11967289571e-06
bidmcl1f,1.428571e-05,1.84081498827e-06,3.56659217322e-05
bidmcl1r,0.001,0.00161584631115,0.00859677471993
flip_0,100.0,96.2792379836,98.6491261235
kapafc9f,5e-08,5.22056603299e-08,5.0476903977e-08
kapafc9r,0.001,0.00119783744901,0.00114687283345
kapopc3c,1.0,0.974287503469,0.943019294202
kapopc3f,5e-09,6.11450547069e-09,6.81405058999e-09
kapopc3r,0.001,0.00120349451243,0.00111277127237
kapopxiapf,2e-06,1.79819987613e-06,1.88338388251e-06
kapopxiapr,0.001,0.000969431470379,0.00100594698667
kbadbclxlf,1.428571e-05,1.34931326032e-05,4.74695613376e-09
kbadbclxlr,0.001,0.000311599889855,1.09124141735e-06
kbakcytocMCc,10.0,8.45579744806,7.99513262477
kbakcytocMCf,2.857143e-05,2.92591528732e-05,2.43162079787e-05
kbakcytocMCr,0.001,0.000958271020213,0.000947278134723
kbakdimf,0.0002040816,1.5873802931e-05,4.01319431531e-05
kbakdimr,0.001,0.000118083423096,0.000180951611755
kbaksmacCAc,10.0,12.1954715537,11.236792659
kbaksmacCAf,2.857143e-05,3.2382595276e-05,3.43558067116e-05
kbaksmacCAr,0.001,0.000866481617701,0.000924164598225
kbaktetf,0.0002040816,0.00073025442104,0.00046401106543
kbaktetr,0.001,0.000241971500463,0.00204888780928
kbaktrimf,0.0002040816,0.000108815700074,2.1143740476e-05
kbaktrimr,0.001,0.00409008104141,0.0142614711864
kbarc8f,1e-06,1.0470073793e-06,9.48887367668e-07
kbarc8r,0.001,0.00120620948156,0.00136198656205
kbaxCbaxMf,0.01,1.39650485718e-05,5.33404554269e-06
kbaxCbaxMr,0.01,0.0153120376561,3.28461329827e-06
kbaxcytocMCc,10.0,9.50766233453,10.4070349746
kbaxcytocMCf,2.857143e-05,3.44850069927e-05,3.40161134669e-05
kbaxcytocMCr,0.001,0.00115578809181,0.00143146824385
kbaxdimf,0.0002040816,3.7379860323e-05,3.56066915199e-05
kbaxdimr,0.001,0.00336896146591,0.00434669870949
kbaxsmacCAc,10.0,9.42344060332,10.4036528384
kbaxsmacCAf,2.857143e-05,2.79220923468e-05,3.59087685545e-05
