kbaxsmacCAr,0.001,0.00095439212147,0.0010164940061
kbaxtetf,0.0002040816,0.000393818164344,0.00030257227254
kbaxtetr,0.001,0.000321643937907,0.000794710170575
kbaxtrimf,0.0002040816,0.000209425892235,0.000187328243902
kbaxtrimr,0.001,0.0058090383174,0.0114141647683
kbclxlCbclxlMf,0.01,0.00179410876788,0.0160517782051
kbclxlCbclxlMr,0.01,1.57676836744e-05,1.99763953437e-06
kc3c6c,1.0,0.870591024705,0.971052590445
kc3c6f,1e-06,1.51860095193e-06,1.76287373776e-06
kc3c6r,0.001,0.00109511434479,0.00115251752582
kc3parpc,1.0,1.13461960907,1.03633064308
kc3parpf,1e-06,1.30765319627e-06,1.23585993646e-06
kc3parpr,0.01,0.0101963885251,0.00992871819285
kc6c8c,1.0,1.03909007659,0.949252635506
kc6c8f,3e-08,5.60369704751e-08,6.58682305679e-08
kc6c8r,0.001,0.00118399468721,0.00122892431022
kc8bidc,1.0,0.684596496727,0.672999117572
kc8bidf,1e-07,2.48693279621e-07,2.66717628812e-07
kc8bidr,0.001,0.00163874252157,1.03537879872e-05
kc8c3c,1.0,1.10634336434,1.08260247226
kc8c3f,1e-07,1.27546357046e-07,1.55431564656e-07
kc8c3r,0.001,0.00124546679052,0.00116762850162
kcytocCapafc,1.0,1.27210574232,1.4151668881
kcytocCapaff,5e-07,4.59974666647e-07,4.18411263461e-07
kcytocCapafr,0.001,0.000855491948524,0.000850280404551
kcytocCcytoAf,0.01,0.00974631785926,0.00866967598964
kcytocCcytoAr,0.01,0.0132195361048,0.0130386494512
kdiscc8c,1.0,0.9748747565,1.08748282202
kdiscc8f,1e-06,9.85709748266e-07,8.86420406954e-07
kdiscc8r,0.001,0.000927929295522,0.000869366296144
kflipdiscf,1e-06,8.33927963054e-07,8.79873258046e-07
kflipdiscr,0.001,0.00114278092306,0.00115637519722
klrc,1e-05,8.4126556769e-06,7.22040361487e-06
klrf,4e-07,2.96229709322e-07,3.22799126336e-07
klrr,0.001,0.000967636312577,0.000938034434406
knoxabclxlf,1.428571e-05,3.2588567977e-06,1.76774935513e-06
knoxabclxlr,0.001,0.00250858946972,0.0300704990078
knoxamcl1f,1.428571e-05,8.04379782178e-06,1.95161765899e-05
knoxamcl1r,0.001,0.00048575734109,0.00229357415548
ksmacCsmacAf,0.01,0.0113142987715,0.0130973827202
ksmacCsmacAr,0.01,0.00820762087134,0.00833490815709
ksmacxiapf,7e-06,9.63898536462e-06,8.7132537869e-06
ksmacxiapr,0.001,0.000834678860377,0.00109674915102
kxiapc3c,0.1,0.0818678217107,0.0853178274068
kxiapc3f,2e-06,1.41033086938e-06,1.02564292166e-06
kxiapc3r,0.001,0.000737492741694,0.000724053463825
