# Time,Frame,IC-RP,norm_IC-RP,nrm_var_IC-RP,gen_IMS-RP,var_IMS-RP,EC-RP,norm_EC-RP,nrm_var_EC-RP
52200,290,1.3489,0.8692,0.0633437828,1.0000,1.0000E-02,1.2591,0.9827,0.0075717038
52380,291,1.3410,0.8592,0.0628457941,1.0000,1.0000E-02,1.2629,0.9873,0.0082108737
52560,292,1.3412,0.8595,0.0654297412,1.0000,1.0000E-02,1.2610,0.9850,0.0074854419
52740,293,1.3682,0.8935,0.0597513681,1.0000,1.0000E-02,1.2642,0.9889,0.0071055304
52920,294,1.3553,0.8772,0.0666782413,1.0000,1.0000E-02,1.2644,0.9891,0.0072764783
53100,295,1.3643,0.8886,0.0628283947,1.0000,1.0000E-02,1.2661,0.9912,0.0076385809
53280,296,1.3510,0.8718,0.0674640257,1.0000,1.0000E-02,1.2611,0.9851,0.0076992911
53460,297,1.3606,0.8839,0.0590767468,1.0000,1.0000E-02,1.2639,0.9885,0.0075619737
53640,298,1.3733,0.8999,0.0629068287,1.0000,1.0000E-02,1.2658,0.9908,0.0084497881
53820,299,1.3155,0.8272,0.0770817527,1.0000,1.0000E-02,1.2611,0.9851,0.0086851806
54000,300,1.3628,0.8867,0.0707474073,1.0000,1.0000E-02,1.2660,0.9910,0.0081043294
54180,301,1.3753,0.9024,0.0646623882,1.0000,1.0000E-02,1.2613,0.9854,0.0073899295
54360,302,1.3784,0.9063,0.0659644309,1.0000,1.0000E-02,1.2646,0.9894,0.0076359428
54540,303,1.3716,0.8977,0.0622957746,1.0000,1.0000E-02,1.2580,0.9814,0.0082243793
54720,304,1.4032,0.9375,0.0635434212,1.0000,1.0000E-02,1.2650,0.9898,0.0077260899
54900,305,1.3775,0.9052,0.0621472801,1.0000,1.0000E-02,1.2659,0.9909,0.0077294406
55080,306,1.3493,0.8697,0.0640717347,1.0000,1.0000E-02,1.2678,0.9932,0.0081658344
55260,307,1.3727,0.8991,0.0598357432,1.0000,1.0000E-02,1.2660,0.9910,0.0086807335
55440,308,1.3861,0.9160,0.0627631707,1.0000,1.0000E-02,1.2649,0.9897,0.007980778
55620,309,1.3879,0.9182,0.0669839887,1.0000,1.0000E-02,1.2621,0.9863,0.0082626761
55800,310,1.3164,0.8283,0.0685873383,1.0000,1.0000E-02,1.2678,0.9932,0.0084434841
55980,311,1.3752,0.9023,0.0696785633,1.0000,1.0000E-02,1.2651,0.9900,0.0081649642
56160,312,1.3701,0.8958,0.0699336857,1.0000,1.0000E-02,1.2605,0.9844,0.0075811324
56340,313,1.3936,0.9254,0.0722320070,1.0000,1.0000E-02,1.2623,0.9866,0.0075257395
56520,314,1.3801,0.9084,0.0645789782,1.0000,1.0000E-02,1.2623,0.9866,0.0089568826
56700,315,1.3912,0.9224,0.0644530543,1.0000,1.0000E-02,1.2635,0.9880,0.0076477354
56880,316,1.4032,0.9375,0.0641453433,1.0000,1.0000E-02,1.2664,0.9915,0.0084369609
57060,317,1.3941,0.9260,0.0620305998,1.0000,1.0000E-02,1.2584,0.9818,0.0075230191
57240,318,1.3761,0.9034,0.0646602014,1.0000,1.0000E-02,1.2623,0.9866,0.0084627045
57420,319,1.3673,0.8923,0.0696260416,1.0000,1.0000E-02,1.2622,0.9864,0.0077969139
57600,320,1.4113,0.9477,0.0667069149,1.0000,1.0000E-02,1.2538,0.9763,0.0082793063
57780,321,1.3446,0.8638,0.0751963762,1.0000,1.0000E-02,1.2639,0.9885,0.0084486438
57960,322,1.3880,0.9184,0.0746509893,1.0000,1.0000E-02,1.2676,0.9930,0.0085635889
58140,323,1.3547,0.8765,0.0774646564,1.0000,1.0000E-02,1.2624,0.9867,0.0088675509
58320,324,1.3711,0.8971,0.0737011720,1.0000,1.0000E-02,1.2608,0.9848,0.0084946013
58500,325,1.3611,0.8845,0.0746760419,1.0000,1.0000E-02,1.2651,0.9900,0.009506481
58680,326,1.3478,0.8678,0.0768329833,1.0000,1.0000E-02,1.2633,0.9878,0.0085436971
58860,327,1.3475,0.8674,0.0800189404,1.0000,1.0000E-02,1.2734,1.0000,0.0089077046
