   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   8.1943101e-42	   4.8255098e-39	   7.3920866e-38	   4.7369108e-35	   7.3105336e-34	   4.5274283e-31	   7.2168310e-30	
   1.9664437e-38	   1.2522647e-35	   1.9345966e-34	   1.2094044e-31	   1.9216741e-30	   1.1748260e-27	   1.8644747e-26	
   1.7114902e-36	   1.0137528e-33	   1.8212370e-32	   9.8247811e-30	   1.5725699e-28	   9.7416511e-26	   1.5397545e-24	
   3.6355710e-35	   2.2729623e-32	   3.7025456e-31	   2.1634842e-28	   3.4458019e-27	   2.1227623e-24	   3.3347578e-23	
   3.8665990e-34	   2.4310036e-31	   4.0098560e-30	   2.3680641e-27	   3.8096454e-26	   2.3102396e-23	   3.5883300e-22	
   2.6938447e-33	   1.6967784e-30	   2.7958629e-29	   1.6600033e-26	   2.6828792e-25	   1.6104805e-22	   2.4872760e-21	
   1.3961727e-32	   8.9097233e-30	   1.4412043e-28	   8.7230236e-26	   1.3904227e-24	   8.3324385e-22	   1.2792801e-20	
   5.8405440e-32	   3.7287913e-29	   5.9643391e-28	   3.6954856e-25	   5.8050880e-24	   3.4733004e-21	   5.2918229e-20	
   2.0837819e-31	   1.3186622e-28	   2.1044243e-27	   1.3147528e-24	   2.0650040e-23	   1.2262793e-20	   1.8546740e-19	
   6.5229317e-31	   4.1030407e-28	   6.5707102e-27	   4.0928703e-24	   6.4523880e-23	   3.8015151e-20	   5.7087294e-19	
   1.8342860e-30	   1.1505210e-27	   1.8512133e-26	   1.1473177e-23	   1.8114847e-22	   1.0616391e-19	   1.5818284e-18	
   4.7314134e-30	   2.9698275e-27	   4.7756756e-26	   2.9508449e-23	   4.6612550e-22	   2.7193812e-19	   4.0198722e-18	
   1.1351434e-29	   7.1325023e-27	   1.1444170e-25	   7.0702454e-23	   1.1163299e-21	   6.4784150e-19	   9.5030174e-18	
   2.5638848e-29	   1.6092049e-26	   2.5775560e-25	   1.5938935e-22	   2.5152977e-21	   1.4510208e-18	   2.1125268e-17	
   5.4920186e-29	   3.4408364e-26	   5.5058409e-25	   3.4067169e-22	   5.3764201e-21	   3.0822090e-18	   4.4544621e-17	
   1.1225920e-28	   7.0234760e-26	   1.1232242e-24	   6.9507180e-22	   1.0970178e-20	   6.2525463e-18	   8.9719549e-17	
   2.2020738e-28	   1.3765512e-25	   2.2006956e-24	   1.3615873e-21	   2.1486951e-20	   1.2181616e-17	   1.7360768e-16	
   4.1655875e-28	   2.6026665e-25	   4.1599739e-24	   2.5729976e-21	   4.0593238e-20	   2.2900618e-17	   3.2427201e-16	
   7.6296299e-28	   4.7655219e-25	   7.6158143e-24	   4.7087619e-21	   7.4263831e-20	   4.1706120e-17	   5.8700691e-16	
   1.3575716e-27	   8.4777563e-25	   1.3546870e-23	   8.3727584e-21	   1.3200409e-19	   7.3826611e-17	   1.0333494e-15	
   2.3532890e-27	   1.4693765e-24	   2.3477695e-23	   1.4505521e-20	   2.2861534e-19	   1.2738667e-16	   1.7741668e-15	
   3.9836872e-27	   2.4871467e-24	   3.9737153e-23	   2.4543689e-20	   3.8670890e-19	   2.1478645e-16	   2.9783656e-15	
   6.5992561e-27	   4.1198584e-24	   6.5819919e-23	   4.0643245e-20	   6.4022408e-19	   3.5464356e-16	   4.8995124e-15	
   1.0717424e-26	   6.6904930e-24	   1.0688546e-22	   6.5987966e-20	   1.0392840e-18	   5.7450389e-16	   7.9132878e-15	
   1.7090736e-26	   1.0668809e-23	   1.7043830e-22	   1.0521052e-19	   1.6568631e-18	   9.1461140e-16	   1.2569921e-14	
   2.6798717e-26	   1.6728716e-23	   2.6724511e-22	   1.6496105e-19	   2.5977886e-18	   1.4330429e-15	   1.9667069e-14	
   4.1370372e-26	   2.5824787e-23	   4.1255801e-22	   2.5466720e-19	   4.0108054e-18	   2.2127341e-15	   3.0350776e-14	
   6.2945944e-26	   3.9293325e-23	   6.2773088e-22	   3.8754051e-19	   6.1045981e-18	   3.3709810e-15	   4.6254706e-14	
   9.4488599e-26	   5.8984654e-23	   9.4233577e-22	   5.8189783e-19	   9.1688941e-18	   5.0722368e-15	   6.9691635e-14	
