   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   3.5077687e-29	   2.1899624e-26	   3.5039126e-25	   2.1894757e-22	   3.5023091e-21	   2.1838010e-18	   3.4833760e-17	
   3.5500027e-26	   2.2186971e-23	   3.5498066e-22	   2.2180619e-19	   3.5477570e-18	   2.2116150e-15	   3.5272129e-14	
   1.3574610e-24	   8.4844303e-22	   1.3575709e-20	   8.4879333e-18	   1.3586898e-16	   8.5227859e-14	   1.3698331e-12	
   1.5328337e-23	   9.5820194e-21	   1.5334839e-19	   9.6023335e-17	   1.5399921e-15	   9.8076790e-13	   1.6065238e-11	
   9.2515388e-23	   5.7847847e-20	   9.2607976e-19	   5.8137779e-16	   9.3538776e-15	   6.1124830e-12	   1.0342272e-10	
   3.8358984e-22	   2.3993880e-19	   3.8429269e-18	   2.4214604e-15	   3.9140000e-14	   2.6551835e-11	   4.7119917e-10	
   1.2420907e-21	   7.7731717e-19	   1.2457317e-17	   7.8878920e-15	   1.2828212e-13	   9.1483296e-11	   1.7322056e-09	
   3.3809697e-21	   2.1171437e-18	   3.3955267e-17	   2.1631974e-14	   3.5451761e-13	   2.6936237e-10	   5.5476841e-09	
   8.0983817e-21	   5.0748748e-18	   8.1466619e-17	   5.2283379e-14	   8.6484073e-13	   7.1018919e-10	   1.6262577e-08	
   1.7592072e-20	   1.1033570e-17	   1.7731104e-16	   1.1477999e-13	   1.9194698e-12	   1.7299172e-09	   4.5170965e-08	
   3.5385690e-20	   2.2215329e-17	   3.5744245e-16	   2.3369097e-13	   3.9575833e-12	   3.9799260e-09	   1.2205347e-07	
   6.6894392e-20	   4.2043202e-17	   6.7741013e-16	   4.4787821e-13	   7.6943127e-12	   8.7909299e-09	   3.2787066e-07	
   1.2016218e-19	   7.5615305e-17	   1.2202177e-15	   8.1694284e-13	   1.4262433e-11	   1.8881584e-08	   8.9282987e-07	
   2.0680768e-19	   1.3031652e-16	   2.1065338e-15	   1.4300492e-12	   2.5417732e-11	   3.9847465e-08	   2.5110665e-06	
