Apaf_0,100000.0,83310.9349382,13835.8440153
BAR_0,1000.0,1043.47928273,1375.79819213
Bad_0,1000.0,1051.26954004,854.952977928
Bak_0,20000.0,18750.3084217,26557.359702
Bax_0,80000.0,94106.200885,44013.1081647
Bcl2_0,20000.0,20530.3798986,3486.0708002
BclxL_0,20000.0,23917.9788143,1008.20855665
Bid_0,40000.0,35655.9302398,22233.561475
C3_0,10000.0,9513.81987562,8530.48398072
C6_0,10000.0,8209.44950453,4232.68178282
C8_0,20000.0,18164.9654502,13272.7349344
C9_0,100000.0,101317.02238,23329.4366655
CytoC_0,500000.0,557472.989964,308050.335728
L_0,3000,3249.27691552,2651.10086831
Mcl1_0,20000.0,15833.9564388,14031.5479177
NOXA_0,1000.0,998.468720817,1712.55195112
PARP_0,1000000.0,1375591.42917,2050676.5278
R_0,200,201.994841151,398.069200365
Smac_0,100000.0,113360.251633,108543.307701
XIAP_0,100000.0,108530.339123,29701.3378062
flip_0,100.0,99.038347367,93.7658551563
kapafc9f,5e-08,3.49313007028e-08,5.52970614537e-08
kapafc9r,0.001,0.000662361645572,0.00114934251549
kapopc3c,1.0,0.933284876302,1.61628244881
kapopc3f,5e-09,4.51495153114e-09,1.62690409293e-10
kapopc3r,0.001,0.00110517902032,0.000664056994756
kapopxiapf,2e-06,2.03220195458e-06,6.50638676376e-06
kapopxiapr,0.001,0.000698608533452,4.35259496834e-05
kbadbcl2f,1.428571e-05,5.2269314055e-05,8.28364843837e-07
kbadbcl2r,0.001,0.000190376204764,0.0174050701915
kbadbclxlf,1.428571e-05,1.2272141808e-05,1.88736163732e-07
kbadbclxlr,0.001,0.00343329128748,0.139601950688
kbakcytocMCc,10.0,8.85697848381,0.827988355044
kbakcytocMCf,2.857143e-05,2.38376330874e-05,0.000543427971501
kbakcytocMCr,0.001,0.00122163207052,0.00112035570773
kbakdimf,0.0002040816,3.83546959468e-07,3.91309080106e-06
kbakdimr,0.001,0.000620604779278,58.5683020547
kbaksmacCAc,10.0,11.0117538876,12.2535705283
kbaksmacCAf,2.857143e-05,3.38097235502e-05,1.86427516308e-05
kbaksmacCAr,0.001,0.00112907747062,0.000948365107742
kbaktetf,0.0002040816,4.50858090679e-06,1.85414617249e-07
kbaktetr,0.001,0.00014110340569,5.6833953652e-06
kbaktrimf,0.0002040816,0.000111376758358,2.48949399898e-05
kbaktrimr,0.001,9.37383680744e-05,2.68205168751e-05
kbarc8f,1e-06,1.17189114938e-06,6.80987070166e-07
kbarc8r,0.001,0.00117187971403,0.00185108424202
kbaxCbaxMf,0.01,4.93018555477e-06,4.1629336419e-05
kbaxCbaxMr,0.01,0.00226675397815,0.000238588142519
kbaxcytocMCc,10.0,8.44202176873,7.96386355677
